Speaker,Text,Folder,Filename
Speaker 0,"Podría solicitar un descuento del cinco por ciento para que no cancelaras el valor de dos millones quinientos mil pesos, que es el valor actual del programa.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,¿Y cuándo empieza el diplomado?,2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,"El diplomado comienza el día veintiocho de abril. Y el valor con el cinco por ciento que te menciono que puedo solicitar de manera interna sería de dos millones trescientos setenta y seis mil ochocientos cuarenta y siete pesos. No, si no me alcanza. Comprendo, señor Wilson. Igualmente tendremos... Es correcto, sí, señor. Igualmente vamos a tener otras dos aperturas más en lo que resta del año. por si de pronto para esas fechas de apertura puedas alcanzar a cancelar con el valor de descuento de pronto pago que brinda la universidad.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,¿Y cuánto es el descuento de pronto pago?,2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,El valor con descuento de pronto pago son dos millones doscientos cincuenta y tres mil seiscientos noventa y cinco pesos.,2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,¿El cinco por ciento?,2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,"No, este es con el diez por ciento de descuento.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,¿Con el diez?,2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,"Es correcto, el diez por ciento de descuento del valor del diplomado, incluyendo las estampillas procultura.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,¿Y cuándo son las próximas fechas?,2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,Las próximas fechas de apertura del diplomado son en el mes de... julio y en el mes de octubre respectivamente.,2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,"La verdad estoy interesado y estoy haciendo el esfuerzo, sino que, bueno, la verdad la empresa ahorita, porque la empresa también me va a apoyar, la empresa, pero ahorita la empresa, mano, como una empresa de, soy como coordinador de protección en una empresa de exploración minera.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,"Sí, señor.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,"Y estoy ahí, y esto está difícil, la vaina, mira, no, Marito, esto está muy grave.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,"Comprendo. Igualmente, pues llegado el caso también se aceptan pagos como persona jurídica por si de pronto de aquí al de julio o el del mes de octubre, de pronto ellos te puedan cubrir ese pago. Si no, también manejamos el pago por medio de cesantías.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,"Listo, voy a averiguar. entonces, le agradezco. O sea, usted dice que nomás, o sea, el descuento que usted se exigió era de cinco nomás.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,"Es correcto, solamente el cinco. y ya si deseas ingresar en las otras aperturas, sí podrías tomar el diez por ciento que brinda la universidad por pronto pago.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,"Bueno, listo, le agradezco amigo por tu llamada y tu buena información.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,"Es con todo gusto, señor Wilson, espero tengas un excelente día y esperamos de pronto poder contar con tu participación en las próximas aperturas.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,"Sí, si de pronto usted mirara si le podía dar diez o algo más, Y después me regalé una llamadita el martes.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,"El martes estoy en la empresa otra vez, a ver qué me dicen. Comprendo. Bueno, señor. Bueno, señor. Igualmente, bueno, yo no puedo darte más del cinco por ciento de descuento. Ese es el valor que me permiten a mí de pronto ofrecer a las personas, porque la universidad es la que dispone del diez por ciento. No tendría cómo conseguir ese aval de que me vuelvan a mantener o sostener el valor de descuento por pronto pago. porque la universidad estipula una fecha en específico y una vez pasada esa fecha, ese valor de descuento se perdería.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 1,"Ah, bueno, listo, amigo, entonces muchas gracias.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,"Con mucho gusto, señor Wilson, un feliz día. Hasta luego.",2023-04-15 00:00:00,794fb86ab60d4b4aad67afdd63b620f9_20230415t16_19_utc.txt
Speaker 0,Buen día. Tengo el gusto de hablar con el señor John Edwin. Ya va.,2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 1,Buenos días.,2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 1,Buen día.,2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 0,"Buen día, señor John. Mi nombre es Estefa Vicente de la Universidad Jaureana de Cali. ¿Cómo está?",2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 1,"Bien, gracias.",2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 0,"Me alegra mucho, señor John. El motivo de mi llamada es por el interés que usted presenta en la maestría en Derechos Humanos. Si cuenta con el espacio, me gustaría brindar información del programa. Sí, ¿qué? Qué pena, casi no se le escucha.",2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 1,"Sí, es que el celular me está fallando.",2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 0,"Deseo entonces que socialicemos por WhatsApp, porque por momentos no le escucho.",2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 1,"¿Una qué, perdón?",2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 0,Una maestría en derechos humanos.,2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 1,"¿Una especialización, me dijiste?",2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 0,"Sí, se parece si seguimos por WhatsApp, a veces no le escucho.",2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 1,¿Aló?,2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 0,Aló.,2023-04-15 00:00:00,7b39ef063ca84c018e350c7cc7b4e07a_20230415t13_53_utc.txt
Speaker 0,Buenos días.,2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,Buenos días.,2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,Me comunico con Juan López.,2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,¿De dónde me llama?,2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,De la Universidad Javeriana de Cali. ¿Cómo se encuentra?,2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,"Ah, sí, señora. ¿Cómo está?",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,"Muy bien. Gracias por preguntar. Señor Juan, nos estamos comunicando por su interés en el curso de formación en insolvencia e intervención.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,"Ah, sí, señora, vi que había un cursito que hay de insolvencia, sí, señora.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,¿Puede recibir la información en estos momentos o desea que se la comparta por correo o WhatsApp?,2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,"Sí, me la puede compartir por correo, le agradecería, que ahorita estoy un momento ocupado. Ahora consulto, yo soy egresado de allá, eso tiene alguna incidencia de pronto.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,¿De qué programa?,2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,"De Derecho, yo soy grabado de Derecho de las Aderianas.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,"Sí, señor. Aparte del pronto pago, tendría un descuento del quince por ciento en total. Sería un veinticinco por ciento de descuento.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,"Ah, listo, sí, señor.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,Igual ahí también le dejo toda la información.,2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,¿Qué costo tiene ahora?,2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,"Está en... a ver... Se encuentra en tres millones trescientos noventa y dos mil quinientos, con el descuento de veinticinco por ciento, le va quedando en dos millones quinientos, más o menos.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,"Ah, ya, listo, sí, señora. Alicia, yo le agradezco que me comparta la información por correo, muchas gracias.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,"Bueno, señor, con gusto, que tenga buen día.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 1,"Bueno, usted bien.",2023-04-15 00:00:00,7e78728771d849bf9744551fcaf30d67_20230415t16_37_utc.txt
Speaker 0,"Hola, buenos días. Buenos días.",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 1,"Señorita, haga un favor. Mire, es que la universidad me ha estado mandando información acerca de posgrados. ¿Tú me podrías dar información sobre el posgrado en especialización en neuropsicología clínica?",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 0,Tenemos neuropsicología infantil abierta para este periodo académico. ¿Esta persona es profesional en el área de psicología?,2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 1,"Sí, yo soy profesional en psicología.",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 0,¿Cuenta con un año de experiencia certificada con neurotratamientos con pacientes de neuroclínica o inclusión educativa?,2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 1,"Sí, tengo experiencia de cinco años. Ah, una pregunta, ¿pero eso es especialización en neuropsicología clínica infantil?",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 0,"No, neuropsicología infantil. No, neuropsicología infantil solamente.",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 1,"Pero enfocada no a la parte educativa, sino es que yo la busco. es que sea enfocada a la clínica. Es que acá en Bogotá hay mucho, pero enfocada a la parte educativa y no me gusta, sino que la parte clínica.",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 0,"Nosotros tenemos en la parte clínica la maestría en neuropsicología clínica. que cubre las tres áreas, infantil, adulto y salud y bienestar, pero esa está programada para el dos mil veinticuatro en enero. Y la infantil, si solamente está enfocada en profundizar en el abordaje de las dificultades que se presentan en el aprendizaje escolar, en la población infantil y adolescente.",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 1,"No, yo la estoy buscando en clínica.",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 0,"Ya sería la maestría, pero ya estarían abiertas las inscripciones para septiembre para iniciar clases en enero del dos mil veinticuatro.",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 1,"Ah, bueno, señorita, muy amable.",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 0,"Bueno, con todo esto que está muy bien. Gracias.",2023-04-15 00:00:00,83d09db2bedb4dac9c8317dd005a306f_20230415t15_20_utc.txt
Speaker 0,"Muy buenos días, tengo el gusto de hablar con la señorita Viviana Flores.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,"Aló, buenos días.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"Señorita Viviana, te habla Cristian Lozano de la Universidad Javeriana de Cali.  ¿Cómo te encuentras el día de hoy?",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,"Bien, sí señor.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"Qué bueno saberlo, señorita Viviana.  El motivo de mi llamada era para consultar qué decisiones habías tomado, qué habías pensado sobre nuestro diplomado en gestión de riesgos con énfasis en Sagrilaf.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,"Sí, es que es habitual o es presencial.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"Es en línea.  Clases en vivo por medio de la plataforma de Zoom.  Ah, ok.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,"Sí, o sea, virtual.  ¿Y qué días son?",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,El programa tendrá clases los días viernes de cinco de la tarde a nueve y media de la noche y sábados de ocho de la mañana a una y media de la tarde.,2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,"Ah, ok.  Sí, es en línea, ¿no?",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"Sí, señorita, es correcto.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,"Ah, sí, virtual.  ¿Cuánto es que vale?",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,El valor es de dos millones quinientos mil pesos.,2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,¿Y cuándo empieza el curso?,2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"Iniciaría en el veintiocho de abril hasta el día ocho de julio.  Ah, ok.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,"Y bastante, ¿no?",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"Sí, son cien horas la duración del diplomado y una vez finalizados entregas la certificación de asistencia al diplomado.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,"Uy, sí, es tan interesante.  No, sí, es que yo creo que piqué ahí, es que la verdad sí estoy interesada.  Pero entonces, ahorita voy manejando, porque voy para una cita médica.  Entonces, pero ¿por qué no me llamas el lunes?",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,¿Sí?  ¿El lunes a qué hora se estaría bien?,2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,¿Por qué no me llamas el lunes y cuadramos?  ¿Te parece?  Por ahí a la una de la tarde.,2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"¿A la una de la tarde?  Vale, perfecto.  Yo me contacto el lunes a esa hora.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,"Sí.  Bueno, ok, gracias.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"Un excelente día, que estés muy bien.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,Que estés bien.,2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"Gracias, hasta luego.",2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 1,Gracias a usted.  Chao.,2023-04-15 00:00:00,8454ed9016f945d2a69388b7eb73eaae_20230415t15_16_utc.txt
Speaker 0,"Buenos días, me comunico con Juan Felipe Arenas.",2023-04-15 00:00:00,8a9e90a7378e44c8b12ec65ac422ee79_20230415t13_57_utc.txt
Speaker 1,"Sí, con él.",2023-04-15 00:00:00,8a9e90a7378e44c8b12ec65ac422ee79_20230415t13_57_utc.txt
Speaker 0,"Un gusto saludar a Blanche de la Universidad Javeriana. ¿Cómo está? Muy bien. Señor Juan, me estoy comunicando para brindarle información del curso de formación en insolvencia. No sé si en esos momentos puede atender mi llamada.",2023-04-15 00:00:00,8a9e90a7378e44c8b12ec65ac422ee79_20230415t13_57_utc.txt
Speaker 1,"No, en ese momento estoy en clases.",2023-04-15 00:00:00,8a9e90a7378e44c8b12ec65ac422ee79_20230415t13_57_utc.txt
Speaker 0,"Ok, ¿gusta entonces que le comparta la información por correo? Bueno, muchas gracias. entonces, que tenga un buen día. Hasta luego.",2023-04-15 00:00:00,8a9e90a7378e44c8b12ec65ac422ee79_20230415t13_57_utc.txt
Speaker 0,"Buenos días, con la señorita Daniela Montenegro.",2023-04-15 00:00:00,8cfbb958413a4751a45449e53ef14af9_20230415t13_59_utc.txt
Speaker 1,Aló.,2023-04-15 00:00:00,8cfbb958413a4751a45449e53ef14af9_20230415t13_59_utc.txt
Speaker 1,"Por favor, decir rápido que necesito, estoy ocupada.",2023-04-15 00:00:00,8cfbb958413a4751a45449e53ef14af9_20230415t13_59_utc.txt
Speaker 0,Es que te estoy llamando a la Universidad Javeriana porque estás interesada en el diplomado.,2023-04-15 00:00:00,8cfbb958413a4751a45449e53ef14af9_20230415t13_59_utc.txt
Speaker 1,"No, muchas gracias. Dale, muchas gracias.",2023-04-15 00:00:00,8cfbb958413a4751a45449e53ef14af9_20230415t13_59_utc.txt
Speaker 0,"Bueno, con mucho gusto.",2023-04-15 00:00:00,8cfbb958413a4751a45449e53ef14af9_20230415t13_59_utc.txt
Speaker 0,"Muy buenos días, tengo el gusto de hablar con el señor William Aranda.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,"Sí, cómo no.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,"Señor William, le habla Cristian Lozano de la Universidad Javeriana de Cali. ¿Cómo se encuentra el día de hoy?",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,"Bien, sí, señor.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,"Qué bueno saberlo, señor William. El motivo de mi llamada es porque has mostrado interés en nuestro diplomado en gestión de riesgos con énfasis en Sagrilab y quería consultarte si contaríamos con tu participación dentro del programa.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,¿Qué precio tiene?,2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,Dos mil cientos mil pesos. Inicia este próximo veintiocho de abril.,2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,"¿Y tiene que ser, digamos, eso no son las clases grabadas? Es que el problema es que de pronto a veces uno que no tiene tiempo?",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,"Son clases en línea, por medio de la plataforma de Zoom, donde estas clases se llevarán a cabo los días viernes de cinco de la tarde a nueve y media de la noche y sábados de ocho de la mañana a una y media de la tarde.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,"Ah, o sea, no, no puedo porque estoy necesitando clases. Ah, bueno.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,"Comprendo, señor William.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,"Igualmente, entonces, esperamos de pronto poder contar con tu participación a futuro.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,"Listo, perfecto.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,Muchas gracias por tener mi llamada.,2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,¿Y qué certificación estaban dando ustedes?,2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,La certificación asistencial al diplomado.,2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,"Sí, pero ¿alguna certificación en especial o solamente lo desagregado?",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,"El certificado es... dirá lo siguiente, se certifica que el señor William asistió al diplomado en gestión de riesgos con énfasis en Sagrilab con la cantidad de horas que dura el programa, que son cien horas.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,"Ah, perfecto. Listo. Bueno.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,"Señor William, a usted por atender la llamada. Un feliz día.",2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 1,Gracias.,2023-04-15 00:00:00,9785407406dc4fb0817655b4c82a2175_20230415t16_14_utc.txt
Speaker 0,Muy buenos días.  Tengo el gusto de hablar con la señorita Betsy Riasco.,2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 1,Aló.,2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 0,"Señorita Betsy, te habla Cristian Lozano de la Universidad Javeriana de Cali.  ¿Cómo se encuentra el día de hoy?",2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 1,"Sí, con ella hablo.",2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 0,"¿Cómo estás?  Muy bien.  Muchas gracias por preguntar.  Señorita Betsy, el motivo de mi llamada es porque has mostrado interés en nuestro diplomado en gestión de riesgos con énfasis en Sagrilab y quería consultarte si presentas alguna duda, alguna inquietud sobre nuestro programa.",2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 1,"Bien, bien.",2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 0,Claro que sí.  A este mismo número de WhatsApp estaría bien.  Enviarte toda la información.,2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 1,"Sería bueno porque me pasan toda la información, el valor y todo eso.",2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 0,"Ya te envío entonces toda la información y quedo pendiente a cualquier duda, inquietud que presentes.  ¿Listo?",2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 1,"Sí, sí, está bien.  Listo, perfecto.",2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 0,"Muchas gracias por atender mi llamada.  Un excelente día.  Ok, chao.  Gracias, hasta luego.",2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 1,"Bueno, dale, listo.  Ok.",2023-04-15 00:00:00,97d98e1b95bb4789b89cc2a5ee0d3a0b_20230415t13_41_utc.txt
Speaker 1,Buenos días.,2023-04-15 00:00:00,9a0e078aa4ae44ab8bfd8d7ff2af562a_20230415t13_53_utc.txt
Speaker 0,"Buenos días, señora Carolina Comariga Ramírez de la Universidad Javeriana Cali. ¿Cómo está? Bien, sí, señorita. Bien, gracias por preguntar. Señora Carolina, el motivo de mi llamada es porque queremos validar si está interesada en la especialización en gestión tributaria, ya que en este momento tenemos inscripciones abiertas.",2023-04-15 00:00:00,9a0e078aa4ae44ab8bfd8d7ff2af562a_20230415t13_53_utc.txt
Speaker 1,"Sí, lo que pasa es que quería saber cómo es una beca o no sé cómo es el manejo con ustedes.",2023-04-15 00:00:00,9a0e078aa4ae44ab8bfd8d7ff2af562a_20230415t13_53_utc.txt
Speaker 0,"Sí señora, la beca se llama beca postulado javeriana y el descuento que se está otorgando es del veinte por ciento para egresados javerianos, tanto de la sede de Cali como la sede de Bogotá y del quince por ciento para egresados de otras universidades. Lo bueno de esta beca es que se puede renovar para el segundo semestre y para que se pueda postular no necesita notas, o sea, no estamos pidiendo notas, solamente que usted pues Primero queda admitida al programa académico que se postule y espere los resultados, aunque normalmente el beneficio se le da a todos los aspirantes. ¿Qué le parece?",2023-04-15 00:00:00,9a0e078aa4ae44ab8bfd8d7ff2af562a_20230415t13_53_utc.txt
Speaker 1,"Ah, está súper bueno. ¿Y cuánto está el semestre?",2023-04-15 00:00:00,9a0e078aa4ae44ab8bfd8d7ff2af562a_20230415t13_53_utc.txt
Speaker 0,"De la especialización en gestión tributaria en esos momentos están diez millones cuatrocientos veinticinco mil pesos el semestre. Y entonces a ese valor y pues al valor de las estampillas que normalmente se cobran, usted le descuenta el quince por ciento. Y lo mismo lo hace para el segundo semestre.",2023-04-15 00:00:00,9a0e078aa4ae44ab8bfd8d7ff2af562a_20230415t13_53_utc.txt
